Provider	SDeathN	SDeathR	LungN	LungR	ClotN	ClotR	SplitN	SplitR	CutsN	CutsR	HADeathR	HADeathN	HFDeathR	HFDeathN	PDeathR	PDeathN
371313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	10.4	64	13.8	176
371314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12.6	32	12.1	60
371316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8	31	11.5	69
371317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	10.6	48	10.6	117
371318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	19	11.6	31
371319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	9.9	137	10.5	81
371320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	10.6	38
371321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12	82	14.8	113
371322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	24
371323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	13.4	61	13.4	184
371324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	17	11.6	30
371325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	24	11.8	47
371326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	12.5	71	9.7	203
371327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	15	15	54
371328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12.4	38	13.6	124
371329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13.1	25	11.3	37
371330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	11.1	31	11.1	59
371331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	9.2	67
371332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	20	15.5	69
371333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	16	11.9	29
371334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12	28	12	71
371335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	10.7	38	11.1	117
380001	9	NA	1436	0.28	387	3.67	79	0.68	1521	2.82	16.9	41	11.2	90	10.7	122
380002	35	130.68	4704	0.52	1332	4.02	212	0.52	4834	1.32	16.5	95	14	211	12.3	267
380004	237	119.4	14785	0.93	6122	4.66	864	0.24	15779	2.99	13.7	379	12.4	492	10.8	312
380005	9	NA	976	0.42	374	4.79	51	0.79	980	3.1	NA	7	13.1	27	10.3	75
380007	95	119.39	4642	0.45	1845	7.82	189	0.55	4942	1.87	14	65	12.5	103	10	87
380009	429	86.02	11142	0.42	6102	6.71	957	1.33	11731	3.51	13.9	177	13.9	175	12.2	96
380014	136	153.34	5968	0.37	2709	2.94	281	1.7	6341	3.1	16.5	187	13.2	177	10.6	147
380017	125	114.22	6513	0.3	2771	2.96	428	0.88	7059	2.99	14.5	92	11.2	208	10.8	155
380018	144	131.34	8376	0.26	4087	2.63	420	0.36	9354	1.44	14.5	459	13.7	411	12.1	330
380020	41	124.77	3331	0.45	1250	4.92	143	1.43	3304	3.1	16.9	98	13.7	143	11	167
380021	19	NA	2025	0.55	546	2.6	63	0.77	2034	2.6	15.3	76	12.9	121	16.7	130
380022	16	NA	1699	0.3	426	2.79	53	1.84	1778	3.51	NA	16	15.6	87	11.2	168
380025	6	NA	2015	0.27	374	3.48	70	1.81	2069	3.24	16.2	34	12	110	10.4	128
380027	57	101.62	5102	0.33	1029	4.69	157	0.51	5272	2.37	15.3	179	11.2	280	11.6	356
380029	7	NA	815	0.32	239	4.39	63	0.8	844	3.64	NA	15	13.4	34	10.5	86
380033	NA	NA	632	0.33	4	NA	NA	NA	657	1.95	NA	3	13.3	32	11.5	86
380037	8	NA	994	0.41	194	4.3	48	0.81	1028	2.63	16.3	30	13.3	61	10.6	49
380038	15	NA	1373	0.3	324	5.98	67	1.78	1428	1.51	15.6	28	15	74	15.2	70
380040	14	NA	1285	0.29	396	4.73	103	0.62	1360	2.2	NA	7	13.8	53	10.5	62
380047	175	129.07	9248	0.43	4841	2.36	481	0.31	9509	2.64	16.3	250	11.7	213	11	265
380050	84	118.42	4739	0.31	1668	2.63	184	0.57	4648	3.74	16.8	102	11.9	210	13.1	188
380051	182	101.26	8001	0.62	3054	5.36	352	0.39	8474	3.31	17.2	261	14.5	353	12.1	305
380052	21	NA	2168	0.39	530	4.84	97	0.73	2243	3.01	15.9	40	13.4	119	9.7	198
380056	7	NA	490	0.33	101	4.02	39	0.8	510	3.6	NA	16	NA	18	12.3	55
380060	57	146.16	4471	0.46	1378	1.94	167	1.37	4344	2	18.5	129	14.6	161	12.2	108
380061	254	130.72	12774	0.69	4875	4.97	732	1.3	13115	3.78	16.3	244	12.7	328	10.6	300
380071	25	123.63	2461	0.56	610	3.59	91	0.7	2471	2.61	17.1	44	11.7	132	8.6	120
380075	50	94.63	4117	0.73	1322	3.17	227	0.48	4143	2.55	15.9	81	12	162	14.8	244
380082	22	NA	2238	0.28	516	4.47	79	1.75	2340	1.37	NA	20	12.9	63	12.6	105
380089	36	116.56	4174	0.28	1396	2.78	184	1.3	4111	2.17	14.1	130	12.7	239	13.1	223
380090	46	115.97	5898	0.36	1825	6.55	218	1.22	5925	1.42	13.9	125	14.3	264	16.7	279
380091	102	93.32	7638	0.3	2892	2.48	353	0.43	7958	4.2	NA	16	NA	7	NA	6
380102	206	121.08	11316	0.61	5567	2.7	703	0.71	11518	2.56	14.9	413	14.5	425	12	341
381301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10.5	25	10.7	43
381302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	13	40	15.8	80
381303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4	25	12.3	36	10.9	68
381304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11.6	31	13.9	42
381305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	19	12.4	32
381306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	10.1	28	10.6	72
381307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	18	10.7	31
381308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	6	NA	17
381309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12.3	50	12.2	44
381310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	21
381311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	18	14.6	40
381312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	12.6	39	11.7	86
381313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12.8	26	11.5	72
381314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8	38	12.8	79	14	85
381315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	12.9	52	10.1	63
381316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	14.5	32	11.4	55
381317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	12.9	32	12.8	93
381318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	26	12.9	37	13.6	64
381319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	12.3	33	12.3	56
381320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	11.2	51	13.3	138
381321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	12.1	69	11.9	186
381322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14.7	39	14.9	70
381323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	12.8	74	11.7	144
381324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	16	13.2	39
381325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	15.1	65	12.9	97
390001	100	87.58	10379	0.36	3577	3.28	265	0.49	10958	1.41	15	202	12.6	486	11	366
390002	84	97.79	7904	0.53	1240	5.74	201	0.48	8218	1.32	13.3	144	8.5	364	8.2	157
390003	7	NA	1574	0.29	329	4.17	52	0.82	1587	2.05	17.3	27	10.6	119	8.1	166
390004	110	100.42	11256	0.2	3123	3.54	345	0.41	12062	1.84	15.5	340	11.3	683	11.6	532
390006	387	112.71	15044	0.44	6045	6	1129	0.21	15975	4.81	16	375	14.6	491	11.4	278
390008	NA	NA	1197	0.51	129	3.96	24	NA	1262	2.02	NA	23	10.4	133	9.6	66
390009	108	119.85	12364	0.11	4292	6.21	547	0.62	13013	1.88	14.1	354	10.2	559	11.4	260
390012	31	116.59	4232	0.3	557	3.09	78	0.75	4437	1.71	12.8	94	11.9	280	12.1	275
390013	34	106	4180	0.21	1189	3.72	115	0.62	4202	2.94	12	222	14.2	221	10.4	146
390016	24	NA	4361	0.23	561	3.91	146	0.64	4607	1.81	14.3	118	10.1	268	10.6	268
390019	12	NA	2138	0.38	318	4.14	51	0.8	2194	1.87	14.1	41	11.6	229	12.3	125
390025	NA	NA	99	0.34	NA	NA	NA	NA	99	2.05	NA	NA	NA	NA	NA	NA
390026	30	109.24	6696	0.29	809	5.8	143	2.39	6904	1.27	14.8	82	12	281	14.2	225
390027	181	131.34	10974	0.18	2742	12.37	414	1.48	11509	0.91	14.4	108	9.6	280	11.3	156
390028	212	137.7	11057	0.51	3542	4.74	494	0.37	11997	2.66	18	169	10.3	304	12.6	207
390030	23	NA	5340	0.29	822	3.55	201	3	5458	1.27	14.7	119	11.3	336	12.5	385
390031	25	106.85	5397	0.28	847	5.19	179	0.59	5604	1.32	18.8	117	12.9	432	12.7	336
390032	30	100.99	4892	0.21	643	10.51	151	0.57	5030	1.82	15.5	164	10	377	9.1	204
390035	11	NA	2095	0.29	352	4.94	51	0.79	2181	1.54	14.8	32	11	119	12.5	131
390036	112	98.36	10984	0.29	3146	6.6	370	0.4	11747	3.66	14.4	183	12.5	459	10.7	200
390037	31	106.17	3250	0.41	1089	8.83	200	0.6	3249	0.9	15.9	41	13.5	162	12.7	165
390039	12	NA	1829	0.29	315	3.19	72	0.77	1904	2.22	13.6	49	11.2	97	10.1	100
390041	35	122.76	5549	0.47	1053	1.95	147	0.63	5687	1.94	15.5	114	11.3	377	13	273
390042	84	123.69	10077	0.25	2658	3.44	293	0.46	10641	1.09	12.9	167	13	358	11.7	269
390043	3	NA	1856	0.39	282	3.2	78	0.77	1962	1.73	17.2	50	13	191	13.9	229
390044	287	94.97	20305	0.23	5936	8.27	774	2.21	21300	2.73	15.2	497	10.5	1215	8.9	866
390045	86	130.94	10124	0.65	3689	1.6	362	0.94	10154	1.43	16.6	269	12.9	384	10.6	382
390046	309	124.59	20669	0.66	6394	4.76	888	0.56	21940	2.98	15.3	609	12	1198	12.5	699
390048	12	NA	3841	0.59	423	3.41	142	0.68	4005	3.91	13.7	119	12.6	265	12.1	249
390049	326	89.66	26461	0.28	7128	11.39	890	0.52	27793	2.91	12.4	436	10.5	1206	9	876
390050	350	110.57	16636	0.25	6889	7.97	716	0.99	17374	1.68	14.3	253	10.3	319	12.5	140
390052	11	NA	2918	0.34	413	4.03	105	0.69	3033	0.98	16.5	43	12.8	233	10.6	215
390056	NA	NA	1551	0.42	195	3.73	50	0.81	1574	1.88	15.8	32	11.4	124	12.1	142
390057	66	98.53	5430	0.5	1397	8.26	197	0.55	5712	1.59	13.7	105	8.8	338	9.9	386
390058	34	118.5	4994	0.46	1005	3.92	171	0.56	5163	2.46	18.4	98	12.9	350	14.7	281
390061	54	87.03	2947	0.32	976	6.01	113	1.58	2953	1.21	15.8	59	9.7	140	13.2	132
390062	8	NA	923	0.31	214	3.64	45	0.82	943	1.87	NA	15	12.5	93	10.8	93
390063	240	95.65	13384	0.48	5251	5.59	411	0.35	14166	2.79	13.6	488	9.9	518	10.1	401
390065	22	NA	3660	0.32	589	2.29	120	0.68	3703	3.82	16.2	81	11.9	267	9.3	302
390066	59	109.99	7518	0.41	2421	4.19	323	0.44	7980	1.44	16.7	255	14.6	398	17.4	407
390067	340	130.81	19496	0.42	8098	6.62	815	0.93	20189	4.69	15.2	561	14.3	766	16.9	477
390068	21	NA	1831	0.28	399	3.48	136	2.44	1861	2.11	NA	22	12	98	11.9	103
390070	13	NA	3318	0.33	575	3.19	67	1.82	3465	2.69	14.3	79	11.7	214	11.9	103
390071	11	NA	1207	0.43	98	4.08	29	0.86	1237	1.56	NA	22	10.8	115	12.4	77
390072	10	NA	2631	0.38	323	4.28	35	0.86	2668	1.69	15.2	51	14.6	170	14.2	109
390073	205	133.79	14461	0.4	4743	3.97	467	0.83	15342	1.05	13.9	419	12.2	559	14.8	387
390076	40	148.9	5310	0.2	1146	4.26	88	0.69	5528	1.47	14.8	137	14.1	279	10.6	262
390079	145	124.4	11960	0.39	4591	3.09	479	0.76	12733	1.55	13.9	399	9.5	435	9.9	316
390080	49	111.46	6538	0.2	1221	13.61	180	1.4	6977	1.09	13.3	124	9.8	313	10.2	212
390081	50	122.85	6094	0.25	1367	4.38	281	1.13	6270	1.21	16.9	96	12.1	282	11	229
390084	18	NA	1703	0.29	224	5.45	39	1.83	1739	1.69	15	32	13.8	91	15.7	207
390086	43	104.15	5609	0.58	1569	2.92	67	0.76	5967	2.08	14.6	287	12.4	319	10.8	161
390090	33	126.54	4271	0.54	1265	1.66	140	0.72	4437	1.77	17.5	40	11.4	86	10.3	59
390091	40	96.59	5409	0.34	770	3.82	175	1.44	5773	1.45	14.5	78	11.3	257	9.9	280
390093	16	NA	2688	0.41	526	4.28	69	0.73	2790	2.66	15.6	41	15.7	182	13.6	198
390096	69	126.25	6949	0.28	2002	3.03	190	1.26	7443	1.98	14.4	134	13.7	425	12.7	229
390097	52	94.3	7698	0.17	1522	5.28	224	2.62	7906	1.43	12.9	207	11.5	546	10	390
390100	416	96.25	26666	0.19	10022	11.28	1055	0.49	27781	1.86	14.8	851	11.4	1611	11.9	866
390101	30	120.76	4224	0.3	891	4.48	137	0.61	4401	4.6	13.3	128	11.6	168	10.7	210
390102	152	99.51	11628	0.19	3116	10.08	364	0.41	11943	2.69	16.9	90	10.3	402	11.1	242
390104	NA	NA	1186	0.3	44	4.15	13	NA	1255	1.65	16.6	29	9.3	166	8.5	164
390107	105	108.62	8108	0.2	2592	7.24	401	0.4	8595	4.05	13.5	293	9.5	496	11.4	336
390110	209	132.67	16671	0.49	4343	15.88	464	0.83	17450	1.99	14	365	9.2	532	10.4	329
390111	532	118.82	16880	0.31	8006	8.96	1274	0.46	19264	2.04	16.3	62	9.3	358	9.6	184
390112	7	NA	1044	0.41	160	4.87	29	0.87	1079	1.9	NA	23	12.7	78	13.4	68
390113	35	112.34	5861	0.28	1563	2.33	145	0.63	5923	1.46	17.2	72	15.1	220	12.7	217
390114	109	90.09	4043	0.22	2344	8.42	428	0.55	4194	5.9	NA	8	9.8	63	10.3	57
390115	121	132.36	19165	0.43	3789	6.84	503	1.68	20403	1.35	17.3	309	12.8	620	13.3	669
390116	45	132.15	4904	0.36	768	4.46	147	2.23	5085	1.09	15.1	54	11.9	194	11.4	111
390117	7	NA	1117	0.51	221	4.6	36	1.97	1176	2.15	NA	15	11.4	42	10.8	91
390118	11	NA	2720	0.25	318	3.41	42	0.83	2817	2.68	17.3	94	12.1	121	15.6	156
390119	50	101.03	6924	0.37	1341	3.97	248	1.92	7259	0.79	16.9	81	12.3	316	13.3	335
390122	7	NA	1765	0.41	268	4.2	47	0.83	1809	1.6	16.3	32	11.9	100	9.9	146
390123	46	105.53	6757	0.19	1195	6.13	148	2.32	6919	1.46	13.7	91	13.7	304	15.2	369
390125	11	NA	2934	0.23	510	3.18	149	2.23	3021	1.36	13.7	95	9.7	198	12.8	271
390127	81	125.28	4469	0.33	1299	3.92	176	1.41	4789	2.08	13.7	159	10.5	218	13.8	313
390130	7	NA	937	0.31	80	4.11	11	NA	961	2.21	NA	11	9.9	29	12.4	74
390132	9	NA	2755	0.51	189	4.82	36	0.83	2800	1.3	NA	23	9.8	79	11.2	64
390133	471	93.36	30199	0.4	10115	8.18	1221	0.45	32381	1.79	13	998	9.9	1397	9.6	917
390137	132	116.11	18453	0.27	4784	8.43	747	0.28	19338	1.19	16.3	519	15.2	1047	14.4	846
390138	17	NA	2283	0.29	282	2.27	76	0.75	2389	1.82	13.8	85	11.6	192	11	207
390139	117	115.26	15141	0.14	4469	5.77	302	0.42	15777	1.37	12.2	271	9.5	605	9.7	424
390142	134	136.45	15587	0.3	3685	5.92	424	1.95	16187	2.18	14.4	181	11.8	434	10.4	149
390145	39	115.12	7923	0.57	1752	4.2	186	1.97	8478	1.21	15.5	217	10.2	540	11.9	360
390146	12	NA	2137	0.38	355	4.67	65	0.77	2197	2.14	15	34	11.6	184	14.2	177
390147	27	98.51	4188	0.26	752	4.41	119	1.52	4345	1.42	15.4	120	9.7	252	10.5	155
390150	13	NA	1608	0.39	156	3.64	33	1.97	1668	1.41	NA	23	11.3	136	13.3	128
390151	107	125.13	10940	0.57	3425	4.53	403	0.39	11350	0.98	12.5	445	10.1	566	10.2	421
390153	99	80.96	9101	0.35	2497	9.87	280	1.23	9352	2.21	16.6	191	10.4	405	12.7	368
390154	25	114.88	3099	0.26	526	6.35	79	0.76	3177	1.63	15.3	53	12.1	276	9.8	301
390156	64	99.4	12901	0.39	1744	8.89	297	1.04	13381	1.99	14.8	146	9	373	12.9	205
390157	5	NA	1808	0.28	346	4.11	89	0.71	1848	1.82	NA	18	9.9	130	17.3	130
390160	13	NA	2023	0.25	380	4.49	56	0.74	2105	1.53	15.2	28	12.4	129	12.6	108
390162	130	117.78	10530	0.32	2537	6.49	357	1.51	11230	3.06	15.2	278	9.8	634	10.1	324
390163	12	NA	2614	0.26	529	4.06	44	0.82	2700	1	12.7	68	12.2	152	16.2	157
390164	1168	110.35	39088	0.52	17741	7.18	2346	0.34	42171	3.99	15.1	422	10.2	790	10.2	420
390168	49	92.2	6082	0.37	1601	3.21	164	0.56	6499	2.35	15.2	190	12	382	11.4	266
390173	23	NA	4332	0.24	505	2.73	78	1.69	4529	2.25	13.9	89	9.9	213	10.5	133
390174	489	105.34	27458	0.27	10514	12.02	1211	0.73	28028	1.7	16.2	200	8.8	674	10.8	400
390178	42	93.38	6071	0.26	1358	4.42	236	0.51	6380	2.63	14.8	77	9.1	257	11.1	228
390179	62	125.34	7918	0.22	1945	4.93	231	1.24	8354	2.87	12.7	231	9.8	514	10.5	392
390180	143	122.24	16647	0.32	3090	8.05	487	0.86	17508	1.87	15.3	291	10.5	617	13.3	498
390183	8	NA	2055	0.29	313	2.74	34	0.85	2131	1.68	14.2	68	9.8	154	9.6	123
390184	3	NA	699	0.32	80	5.42	24	NA	722	1.63	NA	6	12.5	44	10.2	69
390185	64	112.28	6827	0.27	937	2.53	225	0.47	7151	0.75	12.2	228	9	522	8.6	522
390192	5	NA	1317	0.31	68	4.24	23	NA	1364	1.58	NA	9	11.2	59	11.8	150
390194	17	NA	2553	0.37	342	4.77	76	0.72	2646	2.24	15.4	44	13.4	209	13.6	147
390195	158	131.41	14485	0.22	4443	4.57	550	1.66	15410	2	13.1	172	9.1	764	9.9	325
390197	39	97.51	3893	0.5	1113	4.85	216	1.38	3856	3.17	15.2	57	9	162	9.1	117
390198	6	NA	1883	0.39	208	4.9	43	0.81	1922	1.46	NA	17	13	87	13.5	93
390199	10	NA	1705	0.28	233	3.92	51	0.77	1789	2.21	16.3	45	11.3	104	10.9	146
390201	120	117.06	9100	0.34	1961	2.28	292	1.6	10009	1.03	17.1	296	11.9	580	10	681
390203	74	117.92	8113	0.18	2404	2.87	256	0.49	8596	1.66	11	264	10.8	567	11.1	610
390204	32	163.08	7014	0.44	1106	5.81	203	0.56	7326	1.15	16.6	187	11.3	468	12.6	302
390211	34	110.52	6427	0.22	1268	3.82	132	1.55	6710	1.45	13.4	183	11.6	334	8.6	272
390217	9	NA	1758	0.28	180	5.33	35	0.81	1866	1.37	NA	23	8.6	138	10.2	102
390219	42	104.05	5943	0.32	1258	2.95	180	0.58	6070	1.34	19.1	49	11.4	203	10.7	152
390220	21	NA	2878	0.26	352	3.89	88	0.7	2945	1.27	16.3	39	11.1	148	12.4	355
390222	81	96.8	8008	0.3	1905	11.23	238	0.53	8456	1.44	14.9	169	10.9	394	11.3	499
390223	180	138.05	10239	0.28	4580	4.34	207	0.52	11290	1.85	14.2	270	8.3	376	11	108
390225	53	102.99	4458	0.36	1021	7.63	123	2.46	4531	2.2	18.1	98	10.7	280	10.5	341
390226	184	94.72	11591	0.26	5724	7.19	550	0.34	11477	2.51	14.2	89	8.9	252	8.6	174
390228	58	124.09	7707	0.35	1845	5.3	229	1.27	8045	1.32	13.4	183	11.6	514	11.3	547
390231	235	96.71	23908	0.36	6013	5.58	743	0.99	25001	1.53	14.4	381	10.5	1033	11.1	708
390233	24	NA	4572	0.36	1067	2.91	113	0.67	4709	1.03	13.1	306	12.2	344	10.4	231
390236	NA	NA	1063	0.32	62	4.31	12	NA	1078	1.69	NA	24	13.7	74	12.2	171
390237	151	78.91	10392	0.27	3084	3.64	393	0.76	11290	1.91	14.9	394	11.4	764	12.1	513
390256	294	135.68	14187	0.39	6121	5.97	1013	0.77	15446	2.56	16.1	250	12.3	406	12.3	389
390258	131	98.25	15183	0.34	3933	5.17	468	0.86	16024	1.63	13.3	443	11	703	12.6	598
390263	112	137.66	11076	0.58	2457	7.85	368	0.41	11800	2.01	12.8	315	10.3	754	7.4	432
390265	85	94.97	7343	0.31	2003	3.31	243	1.1	8003	1.01	15.6	119	12	522	11.8	357
390266	3	NA	1236	0.3	168	3.69	16	NA	1289	1.97	NA	11	11.1	89	11.7	96
390267	91	90.38	11192	0.38	2340	5.85	244	0.47	11801	1.86	14.4	168	8.8	516	8.6	265
390268	64	96.89	6672	0.33	2174	4.45	161	1.52	6790	1.31	16.2	133	11.1	328	11.9	315
390270	152	119.84	9859	0.45	3436	4.59	493	1.79	10388	2.35	13.6	173	12.3	372	12.6	432
390272	NA	NA	47	0.35	NA	NA	NA	NA	47	2.05	NA	NA	NA	NA	NA	NA
390278	NA	NA	1009	0.31	NA	NA	NA	NA	1009	1.98	NA	NA	NA	NA	NA	NA
390290	98	136.65	10199	0.49	2932	8.76	307	0.49	10649	2.29	16.5	75	8.7	222	10.6	109
390304	17	NA	4101	0.48	523	4.91	56	0.81	4320	1	15.7	52	12.6	149	11.9	86
390307	NA	NA	108	0.34	106	4.04	NA	NA	108	2.01	NA	NA	NA	NA	NA	NA
390312	13	NA	449	0.31	104	3.59	44	0.81	527	1.45	NA	NA	NA	NA	NA	5
390314	11	NA	726	0.45	698	6.54	NA	NA	727	1.79	NA	NA	NA	NA	NA	NA
390316	6	NA	404	0.34	402	4.13	11	NA	344	1.76	NA	NA	NA	NA	NA	NA
390318	4	NA	522	0.32	329	2.97	17	NA	255	1.83	NA	6	NA	10	NA	23
390321	NA	NA	353	0.34	340	3.19	NA	NA	332	1.88	NA	NA	NA	NA	NA	NA
390322	NA	NA	143	0.34	101	3.48	NA	NA	132	1.99	NA	NA	NA	NA	NA	NA
390323	NA	NA	76	0.34	75	4	NA	NA	75	2.03	NA	NA	NA	NA	NA	NA
390324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390325	3	NA	253	0.34	241	4.69	NA	NA	212	1.98	NA	NA	NA	NA	NA	NA
390326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	12	44	10.7	36
390327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
390329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
391300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	11.5	87	12.3	97
391301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	10.8	59	12.1	85
391302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	24	13	33
391303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	11.9	74	12.3	83
391304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	10
391305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	10.5	44	11.4	84
391306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	13	48	16.5	77
391307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.7	32	13	38	13.8	82
391308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	11.9	83	11.8	138
391309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	11.1	73	15.1	112
391311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11.8	76	12	89
391312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	33	12.8	123	12.3	159
391313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2	29	10.9	84	14.5	155
393302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1	29	12.2	56	12.5	58
400003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	21	NA	20
400004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	32	14	86	14.6	126
400005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	18	NA	20
400006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	NA	20	13.4	29
400007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.7	49	12.7	46	13.8	47
400009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	15	NA	12
400010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
400011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	12	NA	19
400012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8	30	12.1	40	15.6	40
400014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	11.2	29	12.1	66
400015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4	NA	7
400016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9	116	13.1	247	16.7	253
400018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2	26	11.3	30	10.9	34
400019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.8	58	12.4	77	18.7	177
400021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5	74	13.8	52	14.1	68
400022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4	58	15.6	99	13.9	41
400024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4
400026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	8	NA	5
400032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9	43	12.5	74	14.2	101
400044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1	82	11.1	129	13.9	79
